path	bucket	reason
locales/ca/ability-trigger.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/ca/battle.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/ca/egg.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/da/ability-trigger.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/da/egg.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/de/ability-trigger.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/de/arena-tag.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/de/battle.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/de/battler-tags.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/de/egg.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/de/modifier-type.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/de/status-effect.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/en/ability-trigger.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/en/arena-tag.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/en/battle.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/en/battler-tags.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/en/egg.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/en/modifier-type.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/en/status-effect.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-419/ability-trigger.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-419/arena-tag.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-419/battle.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-419/battler-tags.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-419/modifier-type.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-419/status-effect.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-ES/ability-trigger.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-ES/arena-tag.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-ES/battle.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-ES/battler-tags.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
locales/es-ES/egg.json	REVIEW_MOVE_COPY	Non-move locale files with move-related references should be checked after move/catalog rewrite
